geneid, patientid, expression value
2, 98, 1827889.25
2, 99, 1492080.93
3, 0, 1152787.61
3, 1, 570695.94
3, 2, 1223058.50
3, 3, -66955.80
3, 4, 1991402.03
3, 5, 1343578.23
3, 6, 153279.91
3, 7, 5045.55
3, 8, 590563.70
3, 9, 782593.29
3, 10, 1444176.24
3, 11, -115622.89
3, 12, 705040.12
3, 13, 1674159.44
3, 14, 1497494.24
3, 15, 1300235.27
3, 16, 1548314.06
3, 17, 1750478.31
3, 18, 1173266.85
3, 19, 100985.50
3, 20, 1439333.64
3, 21, 1472427.85
3, 22, 1728438.27
3, 23, 1701010.33
3, 24, 574509.61
3, 25, 1009670.89
3, 26, 2237.14
3, 27, 314725.04
3, 28, 1014223.01
3, 29, 1973777.02
3, 30, 1677857.19
3, 31, 1607414.62
3, 32, 1205823.26
3, 33, -80094.12
3, 34, 433774.49
3, 35, -128653.27
3, 36, 611616.11
3, 37, 197231.52
3, 38, 1102138.99
3, 39, 1959430.48
3, 40, 1016240.85
3, 41, 1255663.27
3, 42, 1494112.52
3, 43, 396809.43
3, 44, 1909777.20
3, 45, 1691341.24
3, 46, 282823.17
3, 47, 1293782.85
3, 48, 469618.62
3, 49, 73517.89
3, 50, 1610258.10
3, 51, -67328.40
3, 52, 234144.70
3, 53, 300494.51
3, 54, 1288979.27
3, 55, 1952153.16
3, 56, 1179245.60
3, 57, 1425523.75
3, 58, 201292.52
3, 59, 1820653.06
3, 60, 853567.47
3, 61, 1981980.22
3, 62, 816105.08
3, 63, 1818849.56
3, 64, 989070.66
3, 65, -61229.53
3, 66, 78937.08
3, 67, 53541.27
3, 68, 67635.57
3, 69, 1523591.87
3, 70, 1530327.01
3, 71, -147144.03
3, 72, -156868.46
3, 73, 4873.23
3, 74, 1062951.80
3, 75, 367062.34
3, 76, 554306.58
3, 77, 333929.28
3, 78, 1343650.45
3, 79, 1928826.71
3, 80, 1511721.96
3, 81, 688557.40
3, 82, -24798.61
3, 83, 1496904.27
3, 84, 434554.23
3, 85, 1875342.38
3, 86, 898367.83
3, 87, 1607786.86
3, 88, 342308.20
3, 89, 1631457.37
3, 90, 361244.20
3, 91, 1371379.70
3, 92, 681236.00
3, 93, 1591213.64
3, 94, 74884.39
3, 95, 948902.76
3, 96, 1021262.82
3, 97, -36748.96
3, 98, 338135.68
3, 99, 1482935.14
4, 0, 135093.63
4, 1, 1650245.26
4, 2, 1601250.08
4, 3, 1122385.64
4, 4, 1457474.44
4, 5, 550865.46
4, 6, 455134.22
4, 7, 155550.36
4, 8, 1040607.57
4, 9, 1068842.40
4, 10, 1240136.70
4, 11, 967421.46
4, 12, 202868.20
4, 13, 1832452.38
4, 14, 1470091.86
4, 15, 1888756.91
4, 16, 766768.12
4, 17, 39736.19
4, 18, 1110442.75
4, 19, 1300023.72
4, 20, 1116764.04
4, 21, 1823543.17
4, 22, 10756.64
4, 23, 1358007.20
4, 24, 664989.57
4, 25, 1307892.57
4, 26, 970204.15
4, 27, 781783.37
4, 28, 1101527.64
4, 29, 1708125.15
4, 30, 925572.34
4, 31, 266531.43
4, 32, 1683293.47
4, 33, 486146.87
4, 34, 1088590.08
4, 35, 939107.33
4, 36, 23695.27
4, 37, 1646341.81
4, 38, 1960959.45
4, 39, 39757.10
4, 40, 671721.88
4, 41, 742529.23
4, 42, 1825531.58
4, 43, 1591722.12
4, 44, -6332.93
4, 45, -62689.58
4, 46, 1254850.55
4, 47, 1261917.34
4, 48, 1156352.30
4, 49, 1339614.51
4, 50, 512801.19
4, 51, -175876.18
4, 52, 276911.03
4, 53, 801343.31
4, 54, 1736534.95
4, 55, 1019292.77
4, 56, 752701.12
4, 57, 730118.24
4, 58, 438731.53
4, 59, 655046.40
4, 60, 1044277.90
4, 61, 726050.82
4, 62, 1852034.86
4, 63, 562212.84
4, 64, 1108165.67
4, 65, 1036083.28
4, 66, 357897.99
4, 67, 528837.36
4, 68, 801315.37
4, 69, 866531.33
4, 70, 26821.02
4, 71, 971518.36
4, 72, 1826324.60
4, 73, 1280443.96
4, 74, 1639094.16
4, 75, 1368935.55
4, 76, -63350.50
4, 77, 1195140.08
4, 78, 1876115.17
4, 79, 941292.54
4, 80, 1766194.81
4, 81, -70712.21
4, 82, 1892141.61
4, 83, 1328378.55
4, 84, 1850050.34
4, 85, 456116.39
4, 86, 936440.92
4, 87, 335459.09
4, 88, 75739.07
4, 89, 1369075.47
4, 90, 830138.75
4, 91, 1053563.07
4, 92, 1515139.72
4, 93, 1115548.34
4, 94, 1828470.61
4, 95, 1535537.32
4, 96, 1222039.29
4, 97, 1169815.79
4, 98, 107044.90
4, 99, 439885.17
5, 0, 734858.00
5, 1, -32189.16
5, 2, 982487.66
5, 3, 1706592.21
5, 4, 1381108.42
5, 5, 1182844.78
5, 6, 1374115.97
5, 7, 1714547.64
5, 8, 1993949.13
5, 9, 1136826.38
5, 10, 80173.51
5, 11, -135227.64
5, 12, 1590796.13
5, 13, 32203.80
5, 14, 279189.81
5, 15, 433589.23
5, 16, 1182311.11
5, 17, 990533.43
5, 18, 356499.42
5, 19, 1581451.20
5, 20, 1241078.65
5, 21, 1246880.08
5, 22, 236522.03
5, 23, 893599.93
5, 24, 1058926.15
5, 25, 1856055.10
5, 26, 865234.27
5, 27, 1333658.31
5, 28, -60803.10
5, 29, 798101.81
5, 30, 907187.70
5, 31, 1621661.54
5, 32, 1864932.94
5, 33, 22244.66
5, 34, 132826.45
5, 35, 1786883.31
5, 36, 1293869.33
5, 37, 201158.71
5, 38, -90422.14
5, 39, 1337217.46
5, 40, 1685507.55
5, 41, 657553.48
5, 42, 269376.11
5, 43, 282308.65
5, 44, 1305809.37
5, 45, 213844.66
5, 46, 611195.58
5, 47, 1706120.49
5, 48, 526481.12
5, 49, -90655.95
5, 50, 917207.87
5, 51, 657189.59
5, 52, 158322.91
5, 53, 1080522.20
5, 54, 801214.47
5, 55, 1637920.14
5, 56, 1083219.02
5, 57, 142968.69
5, 58, 1421903.20
5, 59, 256615.45
5, 60, 281988.55
5, 61, 1213969.15
5, 62, 854865.67
5, 63, 1151947.26
5, 64, 1712176.61
5, 65, 1927513.92
5, 66, 1388645.13
5, 67, 1862054.77
5, 68, 1327373.52
5, 69, 1690502.46
5, 70, 1987987.71
5, 71, -43780.21
5, 72, 1930982.83
5, 73, 472656.17
5, 74, 1730746.51
5, 75, 790541.64
5, 76, -149932.14
5, 77, 1476163.23
5, 78, 1749307.42
5, 79, 895523.43
5, 80, 787885.84
5, 81, 652892.02
5, 82, 512817.61
5, 83, 822324.96
5, 84, 982467.66
5, 85, 1405487.05
5, 86, 252529.37
5, 87, 145416.21
5, 88, 145821.79
5, 89, 1246990.64
5, 90, -56108.02
5, 91, 322074.73
5, 92, 260821.74
5, 93, 455715.91
5, 94, 614107.79
5, 95, 124467.94
5, 96, 67044.55
5, 97, 1523917.36
5, 98, 289660.01
5, 99, 1554453.68
6, 0, 1749240.45
6, 1, 1372044.53
6, 2, -24129.93
6, 3, 813954.81
6, 4, 1407748.52
6, 5, 901649.05
6, 6, 65750.22
6, 7, 274766.50
6, 8, 641397.56
6, 9, 808544.90
6, 10, 1874251.14
6, 11, 1553969.06
6, 12, 913644.92
6, 13, 1656762.90
6, 14, 1636346.53
6, 15, 1002976.83
6, 16, 733161.15
6, 17, 644787.72
6, 18, 1725228.84
6, 19, 1435739.00
6, 20, 6802.85
6, 21, 1540358.38
6, 22, 1037844.35
6, 23, 1281712.21
6, 24, 1539694.45
6, 25, 1616828.49
6, 26, 1551587.70
6, 27, 1311653.89
6, 28, 1471331.09
6, 29, 1079353.99
6, 30, 1068826.97
6, 31, 192776.47
6, 32, 313881.12
6, 33, 165838.93
6, 34, 1074995.59
6, 35, 59098.32
6, 36, 680581.59
6, 37, 581034.76
6, 38, 1701816.77
6, 39, 1728196.75
6, 40, 638893.34
6, 41, 1906040.18
6, 42, 634450.70
6, 43, 855835.36
6, 44, 1693600.55
6, 45, 310999.24
6, 46, 531797.09
6, 47, 541304.90
6, 48, -59834.05
6, 49, 20536.13
6, 50, 440440.16
6, 51, 160607.23
6, 52, 43394.36
6, 53, 1752823.52
6, 54, -144742.03
6, 55, 1068777.07
6, 56, 564310.10
6, 57, 1979640.48
6, 58, 585282.91
6, 59, 1610558.72
6, 60, 1419797.36
6, 61, 788303.22
6, 62, 167528.74
6, 63, 1233336.33
6, 64, 429505.24
6, 65, 1134653.75
6, 66, 1472768.13
6, 67, 1534295.31
6, 68, 1214348.17
6, 69, 1585355.83
6, 70, 1592122.05
6, 71, 1603201.86
6, 72, 1371994.65
6, 73, 1298176.00
6, 74, 1036881.37
6, 75, 699641.37
6, 76, 1580344.42
6, 77, 278937.07
6, 78, 393721.25
6, 79, 196602.76
6, 80, 28974.98
6, 81, 707952.26
6, 82, 1933738.21
6, 83, 568313.51
6, 84, 307168.15
6, 85, 1599472.25
6, 86, 1713532.33
6, 87, -122396.15
6, 88, 1981384.45
6, 89, 512928.76
6, 90, 1118933.84
6, 91, 1260725.36
6, 92, 503332.53
6, 93, 1232714.13
6, 94, 866532.45
6, 95, 1909176.05
6, 96, 220479.35
6, 97, 1766799.73
6, 98, 480844.12
6, 99, 972797.45
7, 0, 2005152.01
7, 1, -93666.67
7, 2, 1696054.52
7, 3, 1675311.59
7, 4, 1980061.72
7, 5, 128734.19
7, 6, 1391613.98
7, 7, 61405.19
7, 8, 99738.55
7, 9, 1609972.13
7, 10, 837068.68
7, 11, 551950.63
7, 12, 660476.36
7, 13, 1124269.48
7, 14, 1742318.71
7, 15, -25020.09
7, 16, 1569084.18
7, 17, 1830525.35
7, 18, 1146316.23
7, 19, 745888.58
7, 20, 1942461.03
7, 21, 812347.62
7, 22, 530648.38
7, 23, 1181029.09
7, 24, 1952621.80
7, 25, 431612.07
7, 26, 1747317.63
7, 27, 199571.16
7, 28, 273264.89
7, 29, 1494890.93
7, 30, 1804605.82
7, 31, 1802168.20
7, 32, 1611747.59
7, 33, 1646573.53
7, 34, 197411.24
7, 35, 1635811.62
7, 36, 1013945.80
7, 37, -2531.13
7, 38, -92097.87
7, 39, -147490.67
7, 40, 350886.85
7, 41, 1671178.04
7, 42, -33433.87
7, 43, -161924.05
7, 44, 1786480.17
7, 45, 1619669.18
7, 46, 570285.86
7, 47, 1682090.02
7, 48, 758342.57
7, 49, 710258.01
7, 50, 1941354.62
7, 51, 1684532.16
7, 52, -31096.29
7, 53, 352270.46
7, 54, -10186.58
7, 55, 113726.25
7, 56, 1769677.92
7, 57, 107897.35
7, 58, 1089599.95
7, 59, 1890957.77
7, 60, 1493587.55
7, 61, 680346.53
7, 62, 1666276.43
7, 63, 820459.99
7, 64, 506727.66
7, 65, 505050.93
7, 66, 973890.66
7, 67, 1356088.13
7, 68, 319368.81
7, 69, 760948.61
7, 70, -73454.73
7, 71, 252586.96
7, 72, 1155879.21
7, 73, 471003.27
7, 74, 1246.74
7, 75, 972994.53
7, 76, 1852546.31
7, 77, 735344.85
7, 78, 1859819.21
7, 79, 1632902.41
7, 80, 1283545.60
7, 81, 635022.26
7, 82, 1309924.65
7, 83, 268342.25
7, 84, 1437176.17
7, 85, 1788392.20
7, 86, -177241.72
7, 87, 1992007.53
7, 88, 492312.65
7, 89, -177875.92
7, 90, -4862.12
7, 91, 412409.79
7, 92, 1800333.95
7, 93, 1351297.09
7, 94, 465949.27
7, 95, 1527008.01
7, 96, 818069.14
7, 97, 353415.09
7, 98, -109245.00
7, 99, 1253681.59
8, 0, 1149500.37
8, 1, 851329.66
8, 2, 845241.99
8, 3, -21467.26
8, 4, 1361420.41
8, 5, 1339876.76
8, 6, 517651.23
8, 7, 1154186.05
8, 8, 1368291.96
8, 9, 1078604.03
8, 10, 987652.35
8, 11, 1133275.39
8, 12, 1202231.44
8, 13, -145287.53
8, 14, 54932.69
8, 15, 223763.53
8, 16, 614312.06
8, 17, 785247.40
8, 18, -19067.39
8, 19, 1817148.58
8, 20, 368135.82
8, 21, 1831709.87
8, 22, 1489403.35
8, 23, 1854066.35
8, 24, 362213.22
8, 25, 665963.74
8, 26, 1245570.58
8, 27, 533650.38
8, 28, 1858835.29
8, 29, 1788071.63
8, 30, 40345.27
8, 31, 214917.95
8, 32, -108771.97
8, 33, -104125.39
8, 34, 785380.47
8, 35, 1980916.29
8, 36, 1908571.12
8, 37, 1441453.75
8, 38, 385474.80
8, 39, 673551.36
8, 40, 33961.38
8, 41, 350511.02
8, 42, 1128903.03
8, 43, 581441.34
8, 44, 57551.53
8, 45, 1706362.50
8, 46, 1647556.90
8, 47, 286575.85
8, 48, 444241.66
8, 49, 578769.72
8, 50, 92696.88
8, 51, -174617.24
8, 52, 1691920.66
8, 53, 775041.88
8, 54, 718169.73
8, 55, 183779.42
8, 56, 596230.89
8, 57, 918756.78
8, 58, 282898.01
8, 59, 1876175.05
8, 60, 327835.83
8, 61, 191817.77
8, 62, -55753.78
8, 63, 1529176.65
8, 64, 1834866.46
8, 65, 1217355.24
8, 66, -15217.68
8, 67, 1992196.28
8, 68, 418560.25
8, 69, 1068031.69
8, 70, 342195.59
8, 71, 1624172.06
8, 72, 1126862.96
8, 73, 1500004.35
8, 74, 1058630.34
8, 75, -55867.35
8, 76, 1735903.27
8, 77, 1097589.27
8, 78, -45730.77
8, 79, 237197.16
8, 80, 227352.57
8, 81, 728420.66
8, 82, 446990.38
8, 83, -134866.67
8, 84, -103538.32
8, 85, 1258179.62
8, 86, 1662216.51
8, 87, 995192.04
8, 88, 730202.22
8, 89, 1931132.09
8, 90, 884436.19
8, 91, 447890.65
8, 92, 1783629.54
8, 93, 1199887.58
8, 94, 1151026.31
8, 95, -147624.37
8, 96, 1186674.81
8, 97, 1665551.46
8, 98, 1711775.63
8, 99, 1825875.79
9, 0, 955726.97
9, 1, 327010.20
9, 2, 931272.58
9, 3, 1593766.37
9, 4, 1107002.97
9, 5, 144950.64
9, 6, 1195778.27
9, 7, 362613.47
9, 8, 876299.60
9, 9, 1521662.40
9, 10, -99543.26
9, 11, 1537206.38
9, 12, 958634.86
9, 13, 199449.35
9, 14, 1564811.06
9, 15, 858357.43
9, 16, 1838789.30
9, 17, 350182.02
9, 18, 205790.00
9, 19, 113528.84
9, 20, -69827.81
9, 21, 736941.12
9, 22, 587899.16
9, 23, 1182432.89
9, 24, 965295.53
9, 25, 1631637.45
9, 26, 945950.51
9, 27, -71671.53
9, 28, 348663.53
9, 29, 368919.70
9, 30, 1534336.76
9, 31, 1186050.75
9, 32, -147009.51
9, 33, 1479477.65
9, 34, -143586.67
9, 35, 218703.21
9, 36, 462160.17
9, 37, 1723874.19
9, 38, 382500.87
9, 39, 103032.84
9, 40, 999285.47
9, 41, 1739275.05
9, 42, 640569.08
9, 43, 1707449.57
9, 44, 1033222.70
9, 45, 620515.37
9, 46, 150062.33
9, 47, 201154.19
9, 48, 709153.66
9, 49, 1173329.34
9, 50, 1350023.55
9, 51, -21696.48
9, 52, 781521.98
9, 53, 1998228.68
9, 54, 56120.53
9, 55, 704360.13
9, 56, 1622308.40
9, 57, 1992413.51
9, 58, 1939025.07
9, 59, -137352.33
9, 60, -40598.09
9, 61, 585630.91
9, 62, 378703.81
9, 63, 1612620.37
9, 64, 385411.94
9, 65, 1089825.45
9, 66, -53927.59
9, 67, 413804.29
9, 68, 1064982.95
9, 69, 1056583.95
9, 70, 734015.97
9, 71, 1815211.67
9, 72, 1169675.43
9, 73, 1518261.42
9, 74, -162296.10
9, 75, 1334751.35
9, 76, -31207.90
9, 77, 1858528.64
9, 78, 1683877.61
9, 79, 1176665.76
9, 80, 1151346.02
9, 81, 1503688.82
9, 82, -56273.95
9, 83, 647608.07
9, 84, 1447765.26
9, 85, 69205.17
9, 86, 1025318.74
9, 87, 352176.19
9, 88, 86841.12
9, 89, 1584906.45
9, 90, 445322.12
9, 91, 1553744.81
9, 92, 515559.83
9, 93, 389344.99
9, 94, 650466.83
9, 95, 996712.34
9, 96, 74844.69
9, 97, 597570.43
9, 98, 1870678.67
9, 99, 922122.44
10, 0, 1897534.67
10, 1, 1131520.74
10, 2, 1516468.37
10, 3, -179244.09
10, 4, 1161418.12
10, 5, 1947761.26
10, 6, 1487333.14
10, 7, 1939537.76
10, 8, 1975690.22
10, 9, 706735.07
10, 10, 1107835.07
10, 11, 507359.70
10, 12, 1585537.49
10, 13, 1683715.10
10, 14, 9796.76
10, 15, 1210525.57
10, 16, 1793357.18
10, 17, 329693.37
10, 18, 728486.68
10, 19, 1801799.72
10, 20, 365586.79
10, 21, 306980.55
10, 22, 743614.47
10, 23, 1754060.76
10, 24, 385005.37
10, 25, 230262.91
10, 26, 1899612.98
10, 27, -126058.48
10, 28, 515735.71
10, 29, 919700.03
10, 30, 1407358.51
10, 31, 1947102.09
10, 32, -122188.65
10, 33, 1657200.07
10, 34, 769000.86
10, 35, 643203.41
10, 36, 902306.02
10, 37, 1943565.21
10, 38, 1642657.28
10, 39, 167577.69
10, 40, 198072.40
10, 41, 1441779.06
10, 42, 1346425.02
10, 43, 143531.54
10, 44, 1093297.98
10, 45, 539638.91
10, 46, -150253.22
10, 47, 1399803.57
10, 48, 1388909.47
10, 49, 1576948.41
10, 50, 1892562.01
10, 51, 1356288.04
10, 52, 1680104.20
10, 53, 1325731.77
10, 54, 222204.56
10, 55, 70421.40
10, 56, 705787.12
10, 57, 1711171.01
10, 58, 35135.41
10, 59, 181479.31
10, 60, 1926662.01
10, 61, 1450057.83
10, 62, 513177.47
10, 63, 906062.47
10, 64, 1358913.78
10, 65, 1203968.93
10, 66, 1727147.42
10, 67, 317899.39
10, 68, 1959165.14
10, 69, 433628.97
10, 70, -162398.04
10, 71, 411278.04
10, 72, 494420.74
10, 73, 130060.69
10, 74, 1627630.56
10, 75, -4680.74
10, 76, 1246634.61
10, 77, 212793.61
10, 78, 1572596.76
10, 79, 1307406.65
10, 80, -43090.73
10, 81, 638052.89
10, 82, 1578794.17
10, 83, 1303535.14
10, 84, 1218999.64
10, 85, 1591645.64
10, 86, 1313608.72
10, 87, 1116805.57
10, 88, 317256.37
10, 89, -114029.42
10, 90, 1375529.52
10, 91, -16814.48
10, 92, 192041.97
10, 93, -50062.09
10, 94, 1167931.58
10, 95, 1535885.13
10, 96, 1190257.62
10, 97, 981316.28
10, 98, -32024.52
10, 99, 1043588.16
11, 0, -150133.47
11, 1, 887455.90
11, 2, 473941.82
11, 3, 1818243.03
11, 4, 457945.68
11, 5, 1831797.01
11, 6, 1707161.38
11, 7, 630541.74
11, 8, 521393.05
11, 9, 1928203.67
11, 10, 1815202.34
11, 11, 1239407.17
11, 12, 510877.58
11, 13, 1033812.28
11, 14, 1759810.22
11, 15, 1999840.99
11, 16, -152551.78
11, 17, 31933.62
11, 18, 406494.17
11, 19, -172242.44
11, 20, 1886268.62
11, 21, 1562531.16
11, 22, 1949124.62
11, 23, 1632426.03
11, 24, 1514044.75
11, 25, -132855.99
11, 26, -173128.59
11, 27, 748036.85
11, 28, 273758.75
11, 29, 294864.43
11, 30, 922350.93
11, 31, 996754.59
11, 32, 1491457.65
11, 33, 1928991.29
11, 34, 403532.82
11, 35, 492307.30
11, 36, 1323738.69
11, 37, 1382757.36
11, 38, 767.59
11, 39, 294444.40
11, 40, 609472.69
11, 41, 492737.16
11, 42, 31884.59
11, 43, 1892321.63
11, 44, 1371326.92
11, 45, 728427.00
11, 46, 385878.28
11, 47, 483355.94
11, 48, 970073.45
11, 49, 357038.20
11, 50, 752660.61
11, 51, 1282535.32
11, 52, 1819999.21
11, 53, 713537.07
11, 54, 1798205.55
11, 55, 231079.05
11, 56, 1707510.55
11, 57, 1159774.46
11, 58, 403348.41
11, 59, 288042.60
11, 60, -78009.89
11, 61, 683555.85
11, 62, 1938972.22
11, 63, 317796.82
11, 64, 814550.94
11, 65, -156682.04
11, 66, 1898671.57
11, 67, 785522.44
11, 68, -82855.65
11, 69, 828883.51
11, 70, 1258997.21
11, 71, 578181.03
11, 72, 1982248.88
11, 73, 1690736.43
11, 74, 760180.82
11, 75, -72003.25
11, 76, 520211.59
11, 77, 1262421.08
11, 78, 1437519.08
11, 79, 861154.26
11, 80, 434861.39
11, 81, 1149358.04
11, 82, -10402.98
11, 83, 923053.06
11, 84, 838385.57
11, 85, 233238.96
11, 86, 170575.51
11, 87, 457374.08
11, 88, 1693147.95
11, 89, 140736.78
11, 90, 1181375.03
11, 91, 156457.84
11, 92, 751226.42
11, 93, 1287920.62
11, 94, -113156.17
11, 95, 859193.80
11, 96, -130043.73
11, 97, 1120261.26
11, 98, 402051.48
11, 99, -12585.05
12, 0, -47559.00
12, 1, 1630904.84
12, 2, 1357027.04
12, 3, 867607.12
12, 4, 822306.53
12, 5, 1439069.33
12, 6, 858085.05
12, 7, 1517831.58
12, 8, 1610090.00
12, 9, 1935187.05
12, 10, 1739805.37
12, 11, 649450.41
12, 12, 1572410.47
12, 13, 1493180.04
12, 14, 1057515.66
12, 15, 1179524.97
12, 16, 1233103.45
12, 17, 1915327.65
